Magnitude,Depth,destruction,Victim's reaction,Intensity
6.3,30,5,6,7
6.8,10,4,5,6
6.4,13,7,8,9
6.6,10,5,6,7
7.9,33,4,5,6
6,70,6,7,8
6.6,27,5,6,7
6.7,66,4,5,6
6.5,20,5,6,7
5.7,10,5,6,7
8.4,40,7,8,9
6.1,6,5,6,7
7.5,50,7,8,9
6.9,30,5,6,7
7.8,35,9,10,11
7.6,606.21,3,4,5
7.4,43,5,6,7
6.8,122.9,4,5,6
8.1,15,8,9,10
6.8,11,3,4,5
6.9,28.42,3,4,5
7.4,33,8,9,10
6.9,70,5,6,7
8.3,26,6,7,8
7.8,20.1,5,6,7
5.1,15,5,6,7
5.5,54,3,4,5
6.5,110,4,5,6
7.7,40,6,7,8
6.9,70,5,6,7
6.5,20,2,3,4
6.2,10,6,7,8
7,33,5,6,7
6.6,25,4,5,6
6.6,18,5,6,7
4.8,10,3,4,5
7.2,24,5,6,7
7.2,78,4,5,6
7.2,22,5,6,7
6.5,31.9,4,5,6
6.5,11,5,6,7
6.7,29,5,6,7
7.5,10,5,6,7
6.8,33,7,8,9
6.6,10,3,4,5
5.7,54,7,8,9
6.7,15,7,8,9
5,6,6,7,8
5.7,20,6,7,8
7.1,15,7,8,9
6.8,21,5,6,7
7.3,212,4,5,6
7,33,4,5,6
7.3,165.49,5,6,7
6.8,144.3,3,4,5
7.8,20.59,7,8,9
7.5,120,5,6,7
8,55,5,6,7
7.2,18,8,9,10
5.5,21,6,7,8
7.3,40,6,7,8
8.3,33,7,8,9
7.3,10,2,3,4
7.8,69,6,7,8
6.7,43,2,3,4
7.5,25.21,6,7,8
5.6,25,5,6,7
3.2,33,1,2,3
5.3,8,6,7,8
6.1,15,6,7,8
5.8,10,5,6,7
6.6,35,7,8,9
7.1,34,4,5,6
5.7,10,6,7,8
6.6,4.2,5,6,7
7.8,40,6,7,8
6.7,19.9,5,6,7
7,33.729,6,7,8
5.2,42,1,2,3
6.6,18,4,5,6
8,35,9,10,11
7.5,60,5,6,7
6.5,2.7,6,7,8
5.8,10,5,6,7
6.5,10,6,7,8
4.5,7,5,6,7
7.4,16,8,9,10
6.8,14,5,6,7
6.6,13,5,6,7
6.4,14,7,8,9
6.5,16,4,5,6
7.5,20,6,7,8
4.6,7,4,5,6
7.7,140,5,6,7
7,579,1,2,3
7.4,23,6,7,8
6.5,33,4,5,6
7.6,606.21,3,4,5
8.8,20,7,8,9
6.6,39,4,5,6
6.2,16,6,7,8
6.1,64,7,8,9
7,10,7,8,9
7.9,135,5,6,7
7.9,587.3,2,3,4
6.7,15,6,7,8
7.3,10,4,5,6
7.9,14.06,2,3,4
6.3,93,3,4,5
6.9,132,6,7,8
7,35,4,5,6
5.1,10,2,3,4
6.8,60,9,10,11
7.6,10,4,5,6
8,35,6,7,8
8.6,33,9,10,11
6.3,12,7,8,9
6.5,29,3,4,5
6.8,33,3,4,5
7.5,280,3,4,5
7.3,90.1,5,6,7
6.5,44.26,1,2,3
7.5,35,8,9,10
5.1,26,6,7,8
7.4,33,5,6,7
6.4,17,7,8,9
7.8,17.9,10,11,12
4.9,10,6,7,8
8.6,20,5,6,7
4.7,5,3,4,5
6.6,61.4,4,5,6
6.5,5,5,6,7
8.6,20,5,6,7
6.9,30,7,8,9
7,20,3,4,5
7.7,20,1,2,3
6.9,15,6,7,8
7.9,4.2,7,8,9
7.5,33,4,5,6
7.3,8,6,7,8
7.3,82,6,7,8
6.9,28,5,6,7
7.5,33,5,6,7
5,7,5,6,7
7.5,24,6,7,8
6.6,107,4,5,6
6.6,18,5,6,7
5.2,23,3,4,5
7,10,5,6,7
7.8,18,10,11,12
8.3,10,5,6,7
7.4,10,3,4,5
7.5,41,4,5,6
6.5,9,5,6,7
6.8,12.1,7,7,9
8.1,28.93,6,7,8
6.7,21,4,5,6
6.7,32,4,5,6
6.7,64,3,4,5
6.7,30,3,4,5
6.7,18,4,5,6
8.6,33,5,6,7
5.7,8,8,9,10
7.8,15,7,8,9
6.8,19,4,5,6
7.7,15,7,8,9
5.9,16,6,7,8
7.6,17,8,9,10
7.1,33,6,7,8
7.3,16,3,4,5
5.9,11,5,6,7
6.6,16.1,3,4,5
7.5,43.37,4,5,6
6.6,11,5,6,7
6.9,10,5,6,7
5.5,33,8,9,10
7,15,6,7,8
6.9,9.97,3,4,5
6.8,13.7,4,5,6
7.5,27,7,8,9
7.9,109,6,7,8
6.6,67.2,4,5,6
5.4,15,5,6,7
6,6,5,6,7
8.2,47.39,5,6,7
7.5,20,8,9,10
6.5,10,4,5,6
7.2,24,5,6,7
6.5,33,4,5,6
6.5,33,4,5,6
7.7,17.8,8,9,10
7.1,38,7,8,9
7.9,60,7,8,9
7.3,19,7,8,9
6.7,18,3,4,5
6.6,10,5,6,7
7.8,8.2,8,9,10
7.2,36,5,6,7
7.1,525,1,2,3
8.1,34,7,8,9
6.7,573,1,2,3
7.5,33,8,9,10
8.2,24,7,8,9
6.9,9,4,5,6
6.7,10,3,4,5
6.5,21,3,4,5
5.8,8,5,6,7
5.2,15,5,6,7
7,48,5,6,7
7,11,7,8,9
6.3,33,8,9,10
6.6,19,8,9,10
5.6,15,6,7,8
7.7,20,3,4,5
7.3,18,8,9,10
6.2,10,7,8,9
6,38,3,4,5
7.1,103,5,6,7
6.5,24,4,5,6
5.9,15,5,6,7
6.7,49.2,4,5,6
6.6,21,4,5,6
6.8,24.9,4,5,6
7.6,20,7,8,9
5.3,100,5,6,7
6.5,10,3,4,5
6.9,10,3,4,5
6.8,24,4,5,6
6,5,8,9,10
8.1,15,7,8,9
7.6,22,6,7,8
6.6,204.8,2,3,4
5.8,15,6,7,8
7.3,5,8,9,10
7.8,43.3,6,7,8
6.6,10,5,6,7
7,30,8,9,10
6.7,24,4,5,6
7,15,6,7,8
6.8,122.9,4,5,6
6.5,100.8,4,5,6
6.6,33,4,5,6
6.9,36.4,5,6,7
7.8,33,5,6,7
5.1,10,2,3,4
7.8,28,5,6,7
7.5,60,5,6,7
8.3,22.44,6,7,8
7.7,15.5,7,8,9
6.4,10,7,8,9
6.4,20,6,7,8
6.7,21,4,5,6
8.2,47.39,5,6,7
6.8,13.7,4,5,6
7.6,13,5,6,7
6,10,6,7,8
7,24,5,6,7
5.6,13,6,7,8
6.8,21,5,6,7
6.9,10,5,6,7
6.8,38,4,5,6
6.4,15,5,6,7
6.8,10,7,8,9
6.9,107,5,6,7
7.3,40,4,5,6
5.5,39,2,3,4
6.3,135,5,6,7
6.1,44,5,6,7
7.3,37,3,4,5
6.1,27,5,6,7
7.9,33,4,5,6
6.3,10,6,6,8
7,44,5,6,7
6.6,11,6,7,8
6.6,18,5,6,7
8,25,7,8,9
6.9,26,5,6,7
6.5,8.2,5,6,7
6.7,33,4,5,6
6.8,14,3,4,5
7.8,35,4,5,6
7.2,91,4,5,6
7.2,14,3,4,5
7,80,3,4,5
6.7,5,4,5,6
6.6,10,7,8,9
6.8,18,5,6,7
7.9,587.3,2,3,4
7.9,670.81,2,3,4
7.7,17,6,7,8
7.3,19,5,6,7
7.2,110,5,6,7
6.9,29.95,5,6,7
7.9,50,8,9,10
7,13,8,9,10
7,40,9,10,11
8.2,32,6,7,8
4.6,10,4,5,6
6.4,15,4,5,6
7,2,4,5,6
7.1,34,4,5,6
6.6,10,4,5,6
7,18,5,6,7
7.2,68,5,6,7
7.6,38,6,7,8
7.5,27,7,8,9
7.2,10,7,8,9
8.2,25.1,4,5,6
6.6,10,6,7,8
7.1,33,7,8,9
7.1,21,4,5,6
6.6,33,4,5,6
7.7,44,6,7,8
6.9,27,6,7,8
8.7,36,4,5,6
8.2,600,3,4,5
6.6,16.1,3,4,5
7,150,6,7,8
7.1,33,6,7,8
5.6,10,6,7,8
4.6,51,4,5,6
7.5,20,8,9,10
6.8,12,3,4,5
6.8,559,1,2,3
6.6,16,6,7,8
7.4,33,5,6,7
3.2,33,1,2,3
7.3,150,8,9,10
5.6,10,6,7,8
6.7,573,1,2,3
6.7,94,4,5,6
6.6,165,2,3,4
7.3,16,8,9,10
7.4,225.6,3,4,5
5.5,11,6,7,8
6.5,22,4,5,6
6.9,10,5,6,7
7.2,24,6,7,8
6.6,8.45,2,3,4
6.7,10,5,6,7
7.5,24,6,7,8
6.6,29,5,6,7
6.6,19,3,4,5
7.4,29,4,5,6
7.8,160,8,9,10
6.8,147,4,5,6
7.7,140,5,6,7
6.7,20,4,5,6
7.5,20,6,7,8
6.5,33,4,5,6
7.6,81,6,7,8
8.6,20,5,6,7
6.5,10,6,7,8
7.7,40,5,6,7
6.8,10,3,4,5
6.8,46,5,6,7
6.7,16,5,6,7
7.9,24,6,7,8
7.3,33,5,6,7
6.1,20,6,7,8
6.4,23,6,7,8
7,123.1,4,5,6
6.8,72.6,4,5,6
6.7,20,4,5,6
7.3,10,8,9,10
6.5,21,4,5,6
6.7,15,5,6,7
5.5,33,4,5,6
8,39,6,7,8
6.7,595.854,1,2,3
6.7,10,3,4,5
6.6,50,4,5,6
6.5,10,4,5,6
8.2,60,8,9,10
6.4,15,6,7,8
7.3,15,7,8,9
7.1,9,7,8,9
6.5,10,5,6,7
7.1,33,4,5,6
6.5,20,5,6,7
6.9,12,8,9,10
7.2,15,6,7,8
8.1,13,7,8,9
6.6,10,4,5,6
8.4,15,9,10,11
7.6,73,4,5,6
7.1,10,5,6,7
7,37,4,5,6
7.6,88.8,4,5,6
6.5,6.43,3,4,5
6.6,187.1,2,3,4
6.7,10,6,7,8
7.3,170,4,5,6
8.1,90,6,7,8
7.9,43,8,9,10
6.6,10,6,7,8
7.7,15,6,7,8
8.4,30,9,10,11
7,28.41,5,6,7
6.2,17,5,6,7
7.6,17,5,6,7
6.9,20,3,4,5
8,45.6,6,7,8
7,267,2,3,4
6.4,15,8,9,10
4.6,5,3,4,5
6.5,20,2,3,4
6.7,33,3,4,5
8.2,46.66,4,5,6
6.5,19,6,7,8
7.5,120,5,6,7
6.6,22.8,4,5,6
7.6,25,5,6,7
6.9,34,6,7,8
6.7,34,3,4,5
6.6,33,5,6,7
6.8,33,3,4,5
6.5,20,4,5,6
7.6,105,3,4,5
6.7,223,4,5,6
6.8,53,4,5,6
7.3,33,8,9,10
8.4,34,4,5,6
4.9,22,6,7,8
7.6,25.5,6,7,8
6.5,10,4,5,6
7.3,37,3,4,5
6.7,55,5,6,7
6.5,29,4,5,6
5.2,49,5,6,7
6.9,47.5,4,5,6
7,23,5,6,7
6.5,10,5,6,7
6.7,29,6,7,8
7,68,5,6,7
7.7,20,9,10,11
7.5,10,8,9,10
6.9,12,4,5,6
6.6,35,7,8,9
6.5,68,4,5,6
6.7,10,7,8,9
6.6,12,5,6,7
7.1,28,4,5,6
7,13,7,8,9
5.3,11,5,6,7
6.6,11,5,6,7
7.1,103,5,6,7
6.8,82,4,5,6
7.1,33,4,5,6
7.6,24,5,6,7
7.3,212,4,5,6
7.9,49,6,7,8
6.9,8,3,4,5
5.7,15,5,6,7
5.5,10,6,7,8
6.6,39,4,5,6
6.5,8,2,3,4
6.8,15.4,4,5,6
7.6,22,6,7,8
6.6,7,5,6,7
7.9,49,6,7,8
6.5,33,4,5,6
5.3,39,2,3,4
6.5,10,3,4,5
7.1,10,6,7,8
6.6,10,5,6,7
6.5,20,4,5,6
7.5,10,5,6,7
6.6,33,5,6,7
6.8,11,3,4,5
7.8,15,7,8,9
6.7,31,4,5,6
7.9,33,6,7,8
6.5,576,0,0,1
6,10,5,6,7
6.6,591,1,2,3
7,20,5,6,7
6.6,10,5,6,7
6.6,14,4,5,6
6.8,14,4,5,6
7.1,15,8,9,10
6.7,10,6,7,8
5.1,10,2,3,4
5.8,15,5,6,7
7.9,95,5,6,7
6.5,226.5,2,3,4
6.7,10,3,4,5
5.7,58,4,5,6
4.3,5,5,6,7
7.3,16,8,9,10
6.9,93,6,7,8
6.7,24,5,6,7
5.6,10,1,2,3
7.8,23.5,6,7,8
7.2,16.37,3,4,5
6.8,219.96,2,3,4
6.2,33,6,7,8
6.1,11,8,9,10
6.7,15,5,6,7
7.1,201.7,3,4,5
6.9,47.5,4,5,6
6,63,6,7,8
6.7,12,5,6,7
6.8,72.6,4,5,6
7.9,100,8,9,10
7.4,26,7,8,9
6.8,15.4,4,5,6
6.8,12,5,6,7
7.8,47,6,7,8
6.5,33,5,6,7
6.4,15,6,7,8
7.6,20,7,8,9
8.1,22.79,5,6,7
6.9,10,1,2,3
7,10,4,5,6
5.4,7,7,8,9
6,41,6,7,8
8.2,50,9,10,11
7.1,85.7,5,6,7
6.3,12,7,8,9
6.9,13,2,3,4
6.9,9.97,3,4,5
5,8,6,7,8
8,33,5,6,7
6.8,61.1,4,5,6
6.8,33,5,6,7
6.9,596.4,1,2,3
7,10,7,8,9
7.1,155,3,4,5
6.5,10,5,6,7
4.1,5,3,4,5
5.6,32,4,5,6
7,15,6,7,8
6.9,11,5,6,7
6.7,10,6,7,8
5.1,21,4,5,6
6,5,8,9,10
5.9,33,0,1,2
7.3,35,5,6,7
7.4,156,5,6,7
6.6,27,3,4,5
6.9,41,4,5,6
6.8,198.7,3,4,5
6.7,24,5,6,7
6.5,15,6,7,8
7.3,10,6,7,8
7.2,10,6,7,8
6.5,105,3,4,5
8.1,33,9,10,11
7.3,13,8,9,10
6.5,10,7,8,9
5.1,10,7,8,9
7,24.4,5,6,7
6.1,10,4,5,6
6.9,13,2,3,4
6.5,90,5,6,7
7.5,231,5,6,7
7,10,2,3,4
6.8,112,4,5,6
6.8,11,3,4,5
7,17,7,8,9
7.9,14,7,8,9
6.5,402,1,2,3
7.3,32,3,4,5
7.5,57,4,5,6
6.7,17,4,5,6
7.1,15,7,8,9
6.8,12,5,6,7
6.9,15,3,4,5
6.7,12,5,6,7
6.5,15,6,7,8
5.6,27,6,7,8
6.5,20,4,5,6
7.8,33,7,8,9
6.7,12,8,9,10
7,579,1,2,3
6.5,11,5,6,7
5.1,10,5,6,7
7.1,138,5,6,7
7.1,35,5,6,7
7.4,24,5,6,7
7.7,50,5,6,7
6.6,57.92,4,5,6
6.7,12,2,3,4
7.7,48,6,7,8
7.6,116,6,7,8
4.6,10,4,5,6
5.8,10,7,8,9
6.7,31,4,5,6
6,38,3,4,5
7,115,5,6,7
7.6,33,4,5,6
6.3,14,7,8,9
6.9,26,2,3,4
7.7,40,5,6,7
7.1,60.53,5,6,7
7.3,10,7,8,9
7.2,36,5,6,7
6.4,10,6,7,8
6,25,6,7,8
7,10,6,7,8
7.5,390,0,1,2
6.3,206,4,5,6
7.3,60,7,8,9
7.1,292,2,3,4
6.4,20,6,7,8
7.6,621,3,4,5
7.1,9,7,8,9
6.1,9,2,3,4
7.5,33,4,5,6
7.8,24,3,4,5
7.1,14,7,8,9
7.1,11,7,8,9
6.7,9,2,3,4
6.6,13,5,6,7
7.6,13,8,9,10
6.5,59,5,6,7
7.2,16,2,3,4
9,22,5,6,7
7.6,22,6,7,8
7.4,29,4,5,6
6.9,36.4,5,6,7
6.6,35,5,6,7
6.5,110,3,4,5
6.5,187,2,3,4
7.7,15,7,8,9
7,8.8,4,5,6
6.9,136,4,5,6
6.4,20,6,7,8
7.3,37,3,4,5
6,38,6,7,8
8,39,6,7,8
7,114.1,5,6,7
6.6,11,5,6,7
6.6,19,8,9,10
5.6,11,6,7,8
7.4,39,4,5,6
6.6,37,6,7,8
8.4,34,4,5,6
4.9,8,5,6,7
6.6,17,5,6,7
7.3,46,4,5,6
6.1,10,7,8,9
6.6,20,4,5,6
5.8,37,5,6,7
6.8,5,2,3,4
7.8,30,5,6,7
7,10,9,10,11
6.5,45.8,4,5,6
6.1,33,6,7,8
7.4,70,7,8,9
6.8,21,3,4,5
7.5,145,5,6,7
7.8,47,6,7,8
7.5,160,4,5,6
6.1,33,6,7,8
6.8,15.4,4,5,6
6.2,13,8,9,10
6.6,204.8,2,3,4
6.6,21,4,5,6
5.5,1,4,5,6
6,13,6,7,8
6.7,94,4,5,6
6.5,29,6,7,8
5.8,10,7,8,9
8.1,15,7,8,9
7.8,15,7,8,9
7.1,19.04,6,7,8
6.5,10,2,3,4
6.9,20.74,2,3,4
6.1,11,8,9,10
7.5,23,9,10,11
6.6,25.7,3,4,5
6.6,22.8,4,5,6
5.9,13,7,8,9
6,10,7,8,9
7.8,20.59,7,8,9
6.6,165,2,3,4
7.9,10,7,8,9
7.5,55,5,6,7
6,15,5,6,7
7.1,58,5,6,7
5.6,10,5,6,7
6.6,53.19,4,5,6
6.6,16,6,7,8
6.5,20,4,5,6
7,10,8,9,10
7.8,59.3,7,8,9
7.3,19,5,6,7
6.6,18,4,5,6
7.3,40,4,5,6
7.3,385.5,2,3,4
5.2,23,3,4,5
6.6,12,6,7,8
6.8,82,4,5,6
6.7,5,6,7,8
7.4,173.7,4,5,6
6.9,21.9,9,10,11
6.9,21,3,4,5
6.6,21,4,5,6
5,10,2,3,4
6.8,44,4,5,6
6.6,33,6,7,8
6.9,8,7,8,9
5.1,22,6,7,8
6.7,45,5,6,7
6.7,40.8,2,3,4
6.9,136,4,5,6
5.3,15,5,6,7
7.3,10,7,8,9
7,21,5,6,7
5.8,29,5,6,7
7.8,25,5,6,7
7.6,15,8,9,10
9.5,33,10,11,12
7.1,13,8,9,10
6.3,33,8,9,10
6.5,8,7,8,9
7.5,20,8,9,10
6.5,17,3,4,5
6.7,10,5,6,7
5,41,4,5,6
5.8,10,6,7,8
6.5,17,3,4,5
8.6,15,9,10,11
7.4,6,7,8,9
6.9,26,4,5,6
7.8,22,5,6,7
7.4,156,5,6,7
6.9,4,6,7,8
8.8,20,7,8,9
6.7,33,4,5,6
8,25,7,8,9
7.5,80,8,9,10
5.7,5,6,7,8
6.9,624,1,2,3
7.1,138,5,6,7
7.1,10,3,4,5
6.8,38,4,5,6
8.6,30,6,7,8
6.2,12,5,6,7
6.8,10,7,8,9
9,22,5,6,7
7,147,4,5,6
6.5,33,4,5,6
7.3,10,8,9,10
6.5,20,2,3,4
7.5,10,7,8,9
6.6,33,4,5,6
6.5,15,5,6,7
6.5,69.727,4,5,6
6.6,96,4,5,6
7.8,15.11,7,8,9
8.1,33,7,8,9
6.9,10,5,6,7
5.5,8,3,4,5
5.6,15,6,7,8
7,31,4,5,6
4.6,51,4,5,6
8.2,25,6,7,8
7.3,15,5,6,7
6.6,10,4,5,6
6.7,10,5,6,7
6.6,7,5,6,7
7.7,15,2,3,4
6.9,25.5,3,4,5
6.6,13,3,4,5
6.8,10,7,8,9
6.6,118,4,5,6
7.7,33,4,5,6
6.5,5,5,6,7
7.6,24,5,6,7
6.1,37,4,5,6
6.6,15,6,7,8
6.7,206.3,2,3,4
7.2,44,4,5,6
6.6,11,7,8,9
6.9,115,2,3,4
8,24,5,6,7
7.9,33,5,6,7
7.1,201.7,3,4,5
8,25,7,8,9
5,10,5,6,7
7.8,10,7,8,9
6.6,53.19,4,5,6
7.1,21.43,3,4,5
4.7,10,4,5,6
6.6,38,6,7,8
7.1,65,7,8,9
7.6,26,5,6,7
7.7,583.2,2,3,4
7.6,1,7,8,9
6,15,6,7,8
6.6,35,7,8,9
6.7,44,8,9,10
6.3,10,6,6,8
8.1,33,7,8,9
7.8,664,1,2,3
6.1,33,7,8,9
6.6,19,8,9,10
6.5,187.589,3,4,5
8.2,24,7,8,9
7.1,10,5,6,7
6.9,120,8,9,10
6.8,33,6,7,8
6.5,16,4,5,6
5.5,33,4,5,6
6.8,540,1,2,3
7.3,63,7,8,9
7.3,10,2,3,4
6.5,10,5,6,7
5.8,12,2,3,4
6.5,31,5,6,7
7,150,6,7,8
7.2,16,2,3,4
6.7,71.9,3,4,5
6.5,59.9,3,4,5
6.9,35,4,5,6
6.8,33,6,7,8
7.3,16,5,6,7
7.2,177,5,6,7
6.9,16.7,2,3,4
6.2,18,7,8,9
6.4,29,3,4,5
6.6,591,1,2,3
5.9,21,5,6,7
7,33,6,7,8
6.4,10,6,7,8
7.3,385.5,2,3,4
8.2,32,6,7,8
7.5,145,5,6,7
7,36,8,9,10
7,28.41,5,6,7
6.8,20,4,5,6
5.7,12,4,5,6
7.1,630,1,2,3
6.8,15.4,4,5,6
5.8,15,6,7,8
5.3,11,5,6,7
6.8,15.4,4,5,6
6.3,31,2,3,4
6.5,33,4,5,6
7.4,23,5,6,7
6.4,15,8,9,10
6.1,6,4,5,6
6.5,122,3,4,5
7.2,24,6,7,8
6.5,14,3,4,5
6.7,20.49,5,6,7
6.8,33,6,7,8
4.5,24,6,7,8
6.8,12,5,6,7
6.3,14,3,4,5
6.9,50,6,7,8
8.1,13,7,8,9
7.5,10,7,8,9
6.6,22,1,2,3
7.2,31,4,5,6
6.6,14,7,8,9
6.9,615.42,4,5,6
6.5,21,3,4,5
5.4,55,5,6,7
7,10,7,8,9
6.5,35,3,4,5
7.1,16,5,6,7
6.5,13,4,5,6
8,30,9,10,11
6,13,7,8,9
6.6,533.76,0,1,2
7.1,10,4,5,6
7,18,5,6,7
6.6,21,4,5,6
6.9,27,6,7,8
6.5,12,5,6,7
6.4,33,9,10,11
7.1,133,3,4,5
7.6,105,3,4,5
5.9,10,5,6,7
6.5,11,5,6,7
7,10,8,9,10
6.7,23,4,5,6
6.7,11,5,6,7
6.5,187.589,3,4,5
7.8,50,8,9,10
7.5,100,7,8,9
6.5,10,6,7,8
7.4,23,6,7,8
6.5,13,4,5,6
8.1,35,8,9,10
6.1,33,5,6,7
7,10,4,5,6
6.8,5,8,9,10
6.6,10.5,5,6,7
7.5,24,4,5,6
6.8,38,3,4,5
5.3,10,6,7,8
6.9,33,3,4,5
6.7,20,4,5,6
6.6,10,8,9,10
6.3,10,3,4,5
5.4,10,2,3,4
6.8,147,4,5,6
6.9,29,4,5,6
7.5,18,4,5,6
6.9,21,3,4,5
7.3,41,6,7,8
7.3,20,5,6,7
6.6,212,2,3,4
6.6,33,6,7,8
6.8,5,8,9,10
6,15,6,7,8
6.5,10,3,4,5
6.8,12,8,9,10
7.3,8,6,7,8
6.7,200.7,2,3,4
6.4,19,0,1,2
6.5,10,5,6,7
7.6,35,5,6,7
6.6,53,3,4,5
7,46,5,6,7
6.8,26,5,6,7
6.5,38,3,4,5
5.7,10,5,6,7
5.8,11,3,4,5
6.4,15,6,7,8
8,35,9,10,11
6.7,33,2,3,4
4.5,7,5,6,7
7.7,48,6,7,8
7.8,17.925,7,8,9
7,579,1,2,3
4.5,24,6,7,8
6.9,30,7,8,9
6.7,40,4,5,6
6.7,8,3,4,5
6.6,118,4,5,6
6.4,26,3,4,5
7,13,5,6,7
6.5,209.976,2,3,4
6.5,10,6,7,8
6.4,10,6,7,8
8,10,6,7,8
7.1,135,4,5,6
6.5,21,3,4,5
6.1,9,4,5,6
6.5,13.4,5,6,7
7.1,10,3,4,5
8.4,25,8,9,10
6.6,17,5,6,7
5,10,5,6,7
7.6,17,7,8,9
4.9,7,4,5,6
7,33,5,6,7
6.2,10,1,2,3
5.4,12,6,7,8
4.9,11,5,6,7
6.6,13,7,8,9
8.2,35,5,6,7
8.6,30,6,7,8
7.4,225.6,3,4,5
6.6,33,4,5,6
7.5,50,3,4,5
6.5,110,3,4,5
6.2,50,5,6,7
6.9,8,7,8,9
6.5,42.9,4,5,6
8,122.57,6,7,8
6.9,10,5,6,7
7,18,5,6,7
6.3,33,5,6,7
7.9,35,5,6,7
8,644.8,2,3,4
7.7,33,4,5,6
7.6,90,5,6,7
6.7,24,4,5,6
7.8,14,5,6,7
6.1,27,5,6,7
5.3,11,5,6,7
9.1,30,6,7,8
7.3,10,6,7,8
6.9,20.74,2,3,4
8,100,6,7,8
6.9,28.42,3,4,5
6.1,113,5,6,7
8,33,6,7,8
5.4,11,6,7,8
7.4,30,7,8,9
6.5,33,4,5,6
7.1,15,7,8,9
6.9,10,3,4,5
9.1,29,7,8,9
6.5,14.2,5,6,7
7,33,5,6,7
4.6,5,3,4,5
7,15,7,8,9
8.1,230,5,6,7
6.7,461,1,2,3
6.8,35,3,4,5
4.3,10,6,7,8
6.5,24,2,3,4
9.1,29,7,8,9
6.9,93,5,6,7
7.8,10,7,8,9
6.6,96,4,5,6
7.9,109,6,7,8
6.6,16,4,5,6
7.4,10,3,4,5
7.8,28,5,6,7
7.9,33,4,5,6
7.3,10,5,6,7
6.5,34,4,5,6
6.9,21,3,4,5
7.5,7,5,6,7
6.6,10,7,8,9
6.5,24,2,3,4
7.7,18.6,2,3,4
6.8,46,5,6,7
8.2,10,5,6,7
7.9,43,8,9,10
7.2,167.404,4,5,6
7.3,595,2,3,4
6.7,130,3,4,5
6.2,18,7,8,9
6.6,11,5,6,7
6.7,12,5,6,7
6.5,16.7,5,6,7
7.3,16,3,4,5
6.5,15,2,3,4
5.7,5,6,7,8
7,13,7,8,9
7.3,170,4,5,6
6.5,187.589,3,4,5
5.6,13,6,7,8
6.2,82,5,6,7
6.5,20,4,5,6
6.6,13.23,3,4,5
6.8,5,8,9,10
6.8,58,3,4,5
7.7,17,5,6,7
6.9,35,4,5,6
7.3,15,6,7,8
6.6,91.1,3,4,5
9.3,10,7,8,9
7.7,30.1,4,5,6
7.1,18,8,9,10
6.2,21,6,7,8
6.7,26,7,8,9
7.1,13.73,6,7,8
6.6,10,2,3,4
7,68,5,6,7
7.1,133,3,4,5
6.5,33,4,5,6
8,122.57,6,7,8
5.5,10,6,7,8
6.9,28,4,5,6
7.2,10,4,5,6
8.4,33,6,7,8
7,14,5,6,7
6.7,16,8,9,10
8.1,38,7,8,9
7.3,40,6,7,8
7.2,18.98,5,6,7
6.8,80,7,8,9
6.5,10,6,7,8
6.8,12,5,6,7
6.8,20,4,5,6
6.8,72.6,4,5,6
6.5,11,7,8,9
6.8,35,3,4,5
7.5,60,5,6,7
6.6,22,5,6,7
7.3,20,5,6,7
7.5,10,8,9,10
6.5,6.8,2,3,4
6.8,20,7,8,9
6.8,150,3,4,5
7.5,33,4,5,6
7,33.729,6,7,8
7.5,20,8,9,10
6.5,15,5,6,7
7.7,15,2,3,4
7.6,33,5,6,7
7.7,30.1,4,5,6
5.3,33,5,6,7
8.2,25.1,4,5,6
6.3,107,5,6,7
6.7,30.1,5,6,7
6.9,41,4,5,6
7.5,100,7,8,9
6.7,5,4,5,6
8.6,40,7,8,9
5.8,17,5,6,7
7.8,20.59,7,8,9
7.6,10,5,6,7
6.8,169,3,4,5
7.7,20,7,8,9
7.6,18.1,5,6,7
6.6,135,3,4,5
6.5,11,5,6,7
5,11,4,5,6
8.5,70,9,10,11
7.7,18.6,2,3,4
6.7,23,3,4,5
6.6,28,6,7,8
8.7,36,4,5,6
7.5,20,8,9,10
7.1,10,7,8,9
8,33,6,7,8
6.7,34,3,4,5
6.8,35,5,6,7
8.1,230,5,6,7
6,5,6,7,8
7.6,90,5,6,7
8.3,598.1,3,4,5
6.9,53,6,7,8
6.5,187,5,6,7
6.7,10,5,6,7
6.5,6.8,2,3,4
7.2,120,5,6,7
6.9,596.4,1,2,3
8.4,40,9,10,11
6.2,35,7,8,9
6.2,10,6,7,8
7.7,40,5,6,7
7,18,5,6,7
6.8,50,5,6,7
7.8,58,7,8,9
7.3,18,8,9,10
7.1,32.8,4,5,6
7.3,10,8,9,10
5,3,4,5,6
7.6,50,4,5,6
6.5,16,4,5,6
6.5,21,4,5,6
6.6,20,8,9,10
6.8,22.86,4,5,6
6.4,26,3,4,5
7.3,32,3,4,5
4.7,10,4,5,6
5.5,16,6,7,8
7.6,35,5,6,7
5.6,13,4,5,6
4.9,25,3,4,5
6.6,33,4,5,6
6.6,9,5,6,7
6.7,11,5,6,7
6.5,10,3,4,5
7,37,4,5,6
6.1,10,8,9,10
7.4,33,8,9,10
8.2,47.39,5,6,7
6.4,15,6,7,8
7,10,7,8,9
6.9,93,5,6,7
7.4,20,6,7,8
6,23,4,5,6
7.3,19,7,8,9
6.8,12,4,5,6
